sentence,sentiment
[TGT] bounces back to profits; revenue rises to Rs 225.3 crore,positive
"[TGT] hits 5-mth high on Federal  policy hopes, China PMI",positive
"[TGT] hits 7-yr high, hopes of BOJ buying stocks offsets Moody's",positive
"Nikkei hits 7-yr high, hopes of [TGT] buying stocks offsets Moody's",neutral
"Nikkei hits 7-yr high, hopes of BOJ buying stocks offsets [TGT]",neutral
"[TGT] rises as MSCI review supports sentiment, eyes on BOJ meeting",positive
"Nikkei rises as [TGT] review supports sentiment, eyes on BOJ meeting",neutral
"Nikkei rises as MSCI review supports sentiment, eyes on [TGT] meeting",neutral
"Nomura Holdings Inc: [TGT] to touch 30,310 points by August 2015",positive
[TGT] Q4 net profit up 22.30% at Rs 34 crore,positive
[TGT] Q4 net up 19 pc to Rs 10.45 cr,positive
[TGT]'s Q1 net profit up 4% at Rs 11.65 crore,positive
[TGT]'s 45% rebound could be testing nerves of markets and policymakers,positive
[TGT] Q4 net profit up 68% at Rs 111.05 crore,positive
"[TGT] unveils latest AED in US, Canada; stock rallies 9%",positive
"[TGT] FY'11 net profit up 43.60% to Rs 1,111 crore",positive
"Outlook not bleak for [TGT] going ahead: Prakash Diwan, Altamount Capital",positive
"Outlook not bleak for Infosys going ahead: Prakash Diwan, [TGT]",neutral
"[TGT] to publish better Q1 nos, soaring demand brightens outlook",positive
[TGT] rallies over 6% on acquisition plans; scales above Rs 2000,positive
Polishing image: Fixing of supply chain issues may rerate [TGT],positive
"[TGT] Q3 profit jumps 37% at Rs 1,534.31 crore",positive
"[TGT] FPO fairly priced: Sajiv Dhawan, JV Capital Services",positive
"Power Finance Corporation FPO fairly priced: Sajiv Dhawan, [TGT]",neutral
"[TGT] raises Rs 2,100 crore by selling privately-placed bonds",positive
[TGT] surge as government plans to boost LNG imports,positive
[TGT] order booking is picking up substantially:  Sandip Sabharwal,positive
"[TGT] Q2 sales bookings up 29% at Rs 1,486 crore",positive
"[TGT] up 18% in 2 days, can gain 15% more",positive
"[TGT] surges 5% as it bags Rs 1,418 crore order",positive
"Q1 numbers, crude oulook, midcap rally lifting [TGT]: Harendra Kumar",positive
[TGT] Q4 net profit up 81% at Rs 17.4 crore,positive
"[TGT] surges on pact with Australian firm, up 100% YTD",positive
[TGT] surges 5 per cent on forming JV with CBS Corp,positive
RBS surges 5 per cent on forming JV with [TGT],neutral
"[TGT] a good stock in the telecom space: Deepak Mohoni, trendwatchindia.com",positive
"RComm a good stock in the telecom space: Deepak Mohoni, [TGT]",neutral
"[TGT] gets shareholders nod to raise up to Rs 42,000 crore",positive
Reiterate 'Buy' on [TGT] for target of Rs 3250: Prabhudas Lilladher,positive
Reiterate 'Buy' on Infosys for target of Rs 3250: [TGT],neutral
"[TGT] raises Rs 6,100 crore via QIP to reduce debt",positive
Relief over China growth pushes [TGT] to 1-week high versus yen,positive
[TGT] could be a multibagger in the making: Prakash Diwan,positive
[TGT] FY'12 net profit up nearly 68% at Rs 473.44 crore,positive
[TGT] shares gain almost 12 per cent on smart earnings,positive
[TGT] raises 15.15 billion rupees via 7-yr bonds: Sources,positive
[TGT] shares could gain as much as 50 per cent: Barron's,positive
Samsung shares could gain as much as 50 per cent: [TGT],neutral
[TGT] stock likely to be re-rated on company's improving fundamentals,positive
[TGT] posts 78% growth in net profit at Rs 212.27-cr,positive
SAT upholds Sebi order on 9 entities in [TGT] case,negative
[TGT] upholds Sebi order on 9 entities in Rich Universe case,neutral
SAT upholds [TGT] order on 9 entities in Rich Universe case,neutral
[TGT] Q1 net up 11.83 per cent at Rs 187.52 crore,positive
"[TGT] makes new record high at 22,853; top 20 trading ideas",positive
"[TGT] soars about 400 points; makes fresh life high of 25,416",positive
[TGT] Q2 increases 48.02 per cent to Rs 4.13 crore,positive
[TGT] see biggest one-day gain in more than five years,positive
[TGT] picks top investment ideas as market fall makes valuations reasonable,neutral
Sharp movement in Yen has been positive for [TGT]: Prashastha Seth,positive
[TGT] January-March net profit up 26% to Rs 274 crore,positive
"[TGT] near 1-month high after easing, GDP; Asia FX up",positive
"Singapore dollar near 1-month high after easing, GDP; [TGT] up",positive
[TGT] records 28 per cent rise in net profit in October-December,positive
[TGT] Q1 PAT up 40 pc at Rs 61 cr,positive
"[TGT] scrip snaps losing streak, ends 3% up after rate reduction",positive
[TGT] give better returns to investors so far this year,positive
"[TGT] heading to 200, JP stuck at 90: Ashwani Gujral",positive
"Sobha Developers heading to 200, [TGT] stuck at 90: Ashwani Gujral",neutral
[TGT] Q1 PAT seen up 48% at Rs 46 cr,positive
[TGT]: A realty counter that may give over 45% returns,positive
[TGT] Q2 net up at Rs 12.62 crore,positive
"Sovereign [TGT] scheme more likely to succeed, says Nomura report",positive
[TGT] rise to 10-month high after record crush in US mills,positive
[TGT] Q2 profit jumps 60.87 per cent to Rs 76.85 crore,positive
"Stage set for [TGT] to see bounceback, top stock picks",positive
[TGT]'s Balaji exit sparks excitement in entertainment space: Deven Choksey,neutral
Star Network's [TGT] exit sparks excitement in entertainment space: Deven Choksey,neutral
[TGT] rallies over 1% on fund raising plans,positive
[TGT] heads towards first week of gains in 8 against dollar,positive
[TGT] Q4 profit jumps 4-fold; to hive off power biz,positive
Stimulus efforts to lift [TGT] assets  ETFs to a record,positive
[TGT] Q4 net up 12 pc at Rs 105 crore,positive
[TGT] Q1 net profit up 22% at Rs 12 crore,positive
[TGT] Q1 net up 16.68% at Rs 34.74 cr,positive
[TGT] up slightly on caution ahead of key orders data,positive
[TGT] top bet from auto componenet space: P Phani Sekhar,positive
[TGT] Q1 net jumps over two-fold to Rs 175.50 crore,positive
[TGT] net profit rises 58% to Rs 18.49 crore in Q4,positive
"[TGT]'s Q1 FY13 PAT at Rs 40.7 crore, up 24%",positive
There is still lot of interest in [TGT]: Anil Manghnani,positive
"These are good times to buy: Vijai Mantri, [TGT]",neutral
Time for [TGT] to hit a new high: Ashwani Gujral,positive
"Top-6 blue-chips add Rs 38,362 cr in m-cap; [TGT] biggest gainer",positive
Traders bullish on [TGT] even as inventories may show rise,positive
[TGT] to raise up to Rs 250 cr through shares sale,positive
[TGT] narrows down net loss to Rs 156.36 crore in Q3,positive
Turnaround in biz fortunes helps [TGT] post a profit in Q3,positive
[TGT] Q2 net jumps over two-fold at Rs 54.78 crore,positive
[TGT] stocks surge upto 20% on Diageo stake buy talks,positive
UB group stocks surge upto 20% on [TGT] stake buy talks,neutral
"[TGT] hits 52-week high on Nifty inclusion, Lupin up 2%",positive
"UltraTech Cement hits 52-week high on Nifty inclusion, [TGT] up 2%",positive
"UltraTech Cement hits 52-week high on [TGT] inclusion, Lupin up 2%",neutral
Uptrend in [TGT] likely to continue; buy on declines: Ashwani Gujral,positive
"[TGT] looks good given the deficient monsoon: Pankaj Pandey, ICICIdirect.com",positive
"Urban theme looks good given the deficient monsoon: Pankaj Pandey, [TGT]",neutral
"[TGT], Petronet among top 45 stocks that hit their 52-week highs",positive
"Vakrangee, [TGT] among top 45 stocks that hit their 52-week highs",positive
Valuation gap with larger peer makes [TGT] an attractive option,positive
[TGT] FY11 profit up 17.45 pc at Rs 14.74 crore,positive
[TGT] Q2 net up 4.5 pc to Rs 11.5 cr,positive
[TGT] Q1 net up 26.15 per cent at Rs 9.02 crore,positive
[TGT] stocks rise 4% over better than expected third quarter earnings,positive
[TGT]'s e-tail success helps KDDL tick at a faster rate,positive
Watch arm's e-tail success helps [TGT] tick at a faster rate,positive
[TGT] Q4 net profit jumps 83% to Rs 98.66 crore,positive
[TGT] share auction fetches Rs 750 cr for Azim Premji Trust,positive
Wipro share auction fetches Rs 750 cr for [TGT],neutral
"Would prefer [TGT] in NBFC space: Pankaj Pandey, ICICI Direct",positive
"Would prefer India Infoline in NBFC space: Pankaj Pandey, [TGT]",neutral
[TGT] Q1 net profit up 16% at Rs 243 crore,positive
100 days of Narendra Modi government: [TGT] rallies nearly 9%; top bets,positive
[TGT]yield at over 2-week high as RBI says to cut HTM,positive
10-year yield at over 2-week high as [TGT] says to cut HTM,neutral
40-50% earnings growth expected for [TGT] in FY11: Anagram Capital,positive
40-50% earnings growth expected for Amara Raja Batteries in FY11: [TGT],neutral
715-720 is a comfortable level to buy [TGT]: Sandeep Wagle,positive
[TGT] posts 25 per cent jump in net profit in Q3,positive
[TGT] Q1 net up 13 per cent at Rs 641 crore,positive
[TGT] Q1 net up 58.51 per cent at Rs 55.18 crore,positive
[TGT] Q3 net up 7 per cent at Rs 70.66 crore,positive
"[TGT] rallies over 5%, hits 52-week high on stake sale reports",positive
[TGT] rallies over 13% as IFC invest $100 mn in subsidiary,positive
Ballarpur Industries rallies over 13% as [TGT] invest $100 mn in subsidiary,neutral
Beaten-down brokers revive business as [TGT] rally on new government optimism,positive
"[TGT] Q2 net up 33 pc to Rs 1,142 cr; shares up",positive
Biggest [TGT] rally in years not over over as deficit looms: Poll,positive
"[TGT] ups stake in MCX,buys 14.2 lakh shares for Rs 81 cr",positive
"Blackstone ups stake in [TGT],buys 14.2 lakh shares for Rs 81 cr",neutral
[TGT] surges 14% from day's low even as Q2 PAT sinks 89%,positive
[TGT] is the best bet among the oil marketing stocks: Gaurang Shah,positive
[TGT] stock may continue to return well despite expensive valuations: Rahul Shah,positive
[TGT] soars in debut after China's biggest IPO since 2010,positive
Brokerages see over 70% upside on [TGT] stock in a year,positive
Buy [TGT] with a target of Rs 245: Prakash Gaba,positive
[TGT] posts 40% jump in net profit to Rs 391 crore,positive
[TGT] Q3 net profit up 4.54% to Rs 89.09 crore,positive
[TGT] set to report strong income in next few quarters,positive
"[TGT] rallies over 12%, hits 52-week high on land parcel deal",positive
[TGT] surges 18% as pharma cos in race to buy injectible biz,positive
"Clean chit to Halol plant, strategic buys key for [TGT]'s future",positive
[TGT]'s wind energy arm raises Rs 600 crore via green bonds,positive
"CLSA sees over 15% upside in [TGT], upgrades stock to 'outperform'",positive
[TGT] is a good mid-cap IT stock for the portfolio: Deepak Mohoni,positive
"Continue to be positive on [TGT], part of portfolio: Pankaj Pandey, ICICIdirect.com",positive
"Continue to be positive on Titan, part of portfolio: Pankaj Pandey, [TGT]",neutral
[TGT] Q4 net up 98% at Rs 14.39 crore,positive
[TGT] Holidaybreak and other acquisitions begin to pay off,positive
[TGT] Q3 net grows over ten-fold at Rs 31 crore,positive
[TGT] Q3 net up 19.39 pc to Rs 23.02 cr,positive
[TGT]'s net profit up 18% at Rs 70.92 cr in December quarter,positive
CV cycle recovery will lead to re-rating for [TGT]: Parag Thakkar,positive
Dark horse: Analysts pick [TGT] as top bet in infra space,positive
[TGT] Q4 net profit jumps over 3-fold to Rs 91.44 crore,positive
[TGT] Q2 net profit up 35.29 pc to Rs 32 crore,positive
Diageo buys [TGT] shares worth Rs 866 crore; ups stake to 29%,positive
[TGT] buys USL shares worth Rs 866 crore; ups stake to 29%,neutral
[TGT] prices set to outpace gold as luxury spending in Asia rises,positive
Diamond prices set to outpace [TGT] as luxury spending in Asia rises,neutral
"Diesel decontrol, crude price fall likely to give major boost to [TGT]",positive
[TGT] surges 6% on clarification for receipt of USFDA warning letter,positive
[TGT] surges on reports to launch CMBS issue in next two months,positive
"[TGT] near 4-month high as data lifts sentiment, euro wary of ECB",positive
Economy revival in sight; here's why you should invest in [TGT],positive
[TGT] lines-up Rs 700 cr capex over next two years,positive
Expect [TGT] stocks to hold up with upcoming product launches: Pramod Gubbi,positive
Expect [TGT] to see revival in volume growth in FY17: Amit Khurana,positive
Experts bet big on [TGT]; top 10 counters for your portfolio,positive
Exposure to the Middle East market helped [TGT] perform well: Dipen Shah,positive
[TGT] Q1 net profit up 94 pc at Rs 76.06 cr,positive
First pharma IPO in 5 years: [TGT] debut offer subscribed 32 times,positive
[TGT] Q4 profit zooms 57 per cent to Rs 972 crore,positive
[TGT] Q2 net profit up by 55% at Rs 168.65 cr,positive
[TGT] Q1 Net up 16.57 per cent at Rs 17.68 crore,positive
[TGT] reach highest premium to Bunds since 1997 as ECB QE starts,positive
[TGT] Q1 net profit up 3.29 per cent at Rs 190 crore,positive
Go for bigger names like [TGT] in public sector banks: IV Subramaniam,positive
[TGT] imports set to rise as RBI eases curbs ahead of Budget,positive
[TGT]: The S&P 500 will hit another all-time high before year-end,neutral
Government's proposed rule regarding ABS will boost [TGT]: Prakash Diwan,positive
[TGT] nurses itself back to health on better utilisation of plants,positive
"[TGT] raises Rs 3,000 crore through bond markets to meet capex need",positive
"Have high expectations from the [TGT]: Rajesh Jain, Market Strategist",positive
[TGT] surges over 4% after denial of $10-billion stake sale report,positive
"Heard on the Street: [TGT] MFs star picks, and discussion on GIFT",positive
[TGT] Q3 profit more than doubles to Rs 54.1 crore,positive
HNI's interest in markets leads to rise in [TGT]: David Pezarkar,positive
[TGT]'s interest in markets leads to rise in midcap stocks: David Pezarkar,neutral
[TGT] Q2 net profit moves up 52 pc to Rs 13.93 cr,positive
[TGT] overseas arm picks up 5 per cent stake in Dealstreetasia,positive
[TGT] jumps 20% on Moody's open offer;M-cap swells by Rs 318 crore,positive
ICRA jumps 20% on [TGT]'s open offer;M-cap swells by Rs 318 crore,neutral
ICRA jumps 20% on Moody's open offer;[TGT] swells by Rs 318 crore,neutral
IEA sees much higher demand for [TGT] for rest of 2014,positive
"[TGT] raises Rs 1,000 crore from first rupee bond sale at 7.75%",positive
"[TGT] sells Masala Re Bonds; raises Rs 1,000 cr for Axis Bank",positive
"IFC sells Masala Re Bonds; raises Rs 1,000 cr for [TGT]",neutral
[TGT]: Fast-growing financial services company is a good long-term pick,positive
"India's position better than other emergings markets: Arindam Ghosh, [TGT]",neutral
[TGT] Q4 net up 29 per cent to Rs 70 crore,positive
[TGT] raises stake in Fame India to 68.35% for Rs 89 cr,positive
Inox raises stake in [TGT] to 68.35% for Rs 89 cr,neutral
Insider case: SAT rejects [TGT] plea against Sebi; stock ends in green,positive
[TGT] plans JV with foreign suitor to push growth,positive
[TGT] Q1 net up 67 per cent at Rs 71.77 crore,positive
"[TGT] seeks Sebi's nod to raise upto Rs 1,000 cr via bonds",positive
"IREDA seeks [TGT]'s nod to raise upto Rs 1,000 cr via bonds",neutral
IT major [TGT] outshines again; beats expectations with 4.1% Q1 sales growth,positive
[TGT] performing well due to better quarterly results: P Phani Sekhar,positive
[TGT] has good triggers over the next one year: Pankaj Pandey,positive
"[TGT] is best pick in aviation sector: Rajesh Jain, Market Strategist",positive
[TGT] looking strong on the back of good earnings: Avinnash Gorakssakar,positive
[TGT] is a decent buy closer to 60-62 levels: Ambareesh Baliga,positive
"[TGT] to set up shop in UK, UAE; stock rallies",positive
[TGT] Q3 profit soars 63.1 per cent at Rs 27.4 crore,positive
