input,output,input_ids,labels
[TGT] Q3 net soars 2-fold,positive,32100 1593 519 3134 78 291 7 8401 10533 1,1465 1
"Sensex, Nifty rangebound; Tata Motors, [TGT], ONGC top losers",negative,3 19003 226 6 445 21822 620 6115 117 9233 9 5083 7 6 32100 3 6 3 15628 254 420 10381 277 1,2841 1
"NTPC, [TGT] and Coal India top bets among power names: Jagdish Malkani",positive,3 7359 4051 6 32100 11 638 138 1547 420 36 17 7 859 579 3056 10 21520 26 1273 2148 3304 23 1,1465 1
"[TGT] up 20% on delisting proposal, locked in upper circuit at Rs 1,110.90",positive,32100 95 7580 30 20 3350 53 6384 6 13249 16 4548 4558 44 11715 1914 19277 5 2394 1,1465 1
"[TGT] extends losses on stockists selling, global cues",negative,32100 4285 7 8467 30 1519 343 7 3014 6 1252 123 15 7 1,2841 1
"July-September Earnings: [TGT] has edge, but Cipla holds promise",positive,1718 18 27652 19883 53 7 10 32100 65 3023 6 68 4385 6042 4532 5712 1,1465 1
"After the Q2 show, should you shift from TCS to [TGT]?",positive,621 8 1593 357 504 6 225 25 4108 45 332 4778 12 32100 3 58 1,1465 1
"Robust demand increase the prices of Jeera, [TGT]",positive,5376 302 17 2173 993 8 1596 13 1022 1498 6 32100 1,1465 1
[TGT] Q3 net up 31.44% to Rs 43.85 cr,positive,32100 1593 519 3134 95 220 14912 5988 12 11715 8838 5 4433 5764 1,1465 1
[TGT] slips to five-month low,negative,32100 7560 7 12 874 18 7393 731 1,2841 1
[TGT] loses momentum ahead of F&O expiry; top 20 trading ideas,negative,32100 2615 7 15290 2177 13 377 184 667 8982 63 117 420 460 3415 912 1,2841 1
[TGT] shares fall 4.5% on earnings worries,negative,32100 4776 1590 2853 2712 30 8783 17168 1,2841 1
Tesco turnaround hits other supermarkets as [TGT] hold steady,neutral,2255 3523 26547 8046 119 14427 7 38 32100 1520 11207 1,7163 1
Unusual trades in December series Nifty options under [TGT] lens,neutral,597 302 3471 1668 7 16 1882 939 445 21822 931 365 32100 6888 1,7163 1
"[TGT] drops 7 paise, trades at 58.54 Vs dollar",negative,32100 11784 489 3 102 8284 6 1668 7 44 3 3449 5 5062 584 7 6816 1,2841 1
Rajeev Vasudeva appointed CEO of [TGT],neutral,13509 15 15 208 12379 76 9776 9 7817 4071 13 32100 1,7163 1
[TGT] hits highest level since Jan 2011; rallies 20% since June,positive,32100 8046 2030 593 437 3049 2722 117 26930 7 7580 437 1515 1,1465 1
"[TGT], Hindalco to exit Sensex on December 21",negative,32100 3 6 9515 26 138 509 12 7189 3 19003 226 30 1882 1401 1,2841 1
Proxy advisory company SES tells [TGT] investors to oppose Pfizer merger,neutral,8570 9773 18599 349 180 3205 817 7 32100 4367 12 10720 15 276 89 8585 18917 1,7163 1
[TGT] revamps securitisation trustee norms,neutral,32100 27453 7 142 9659 17 2121 22487 7982 7 1,7163 1
"[TGT] raises Rs 2,500 crore from bonds",positive,32100 3033 7 11715 3 22092 23095 45 13237 1,1465 1
[TGT] rises to 3-week high as weaker yen helps sentiment,positive,32100 3098 7 12 5354 8041 306 38 5676 49 3 63 35 1691 6493 1,1465 1
[TGT] head Sudhakar Balakrishnan quits,neutral,32100 819 9010 1024 4031 4011 1639 52 1273 29 152 10399 7 1,7163 1
"Even after the dream run, PSU oil companies like BPCL, [TGT], others have much upside left",positive,1441 227 8 2461 661 6 276 4138 1043 688 114 3 11165 8440 6 32100 3 6 717 43 231 19118 646 1,1465 1
"[TGT] Rs 5,725 crore share buyback starts on January 23",neutral,32100 11715 7836 940 1828 23095 698 805 1549 3511 30 1762 1902 1,7163 1
"April 12, 2014: Mecklai Financial report on [TGT]",neutral,1186 10440 1412 10 1212 75 8142 23 5421 934 30 32100 1,7163 1
[TGT] Q2 net at Rs 216.3 cr,neutral,32100 1593 357 3134 44 11715 1401 27865 5764 1,7163 1
[TGT] ends day with marginal gains as BOJ keeps monetary policy unchanged,positive,32100 5542 239 28 18777 11391 38 10842 683 5689 3 14356 1291 26164 1,1465 1
Prudential Management's holding in [TGT] goes up to 11.4 pc,neutral,21522 26 7220 2159 31 7 3609 16 32100 1550 95 12 209 14912 3 102 75 1,7163 1
"Next leg of [TGT] rally will be led by PSU banks, say analysts",positive,3021 4553 13 32100 13980 56 36 2237 57 276 4138 5028 6 497 15639 1,1465 1
"Fall in [TGT] prices, weak China data spoil party in metals",negative,2589 16 32100 1596 6 5676 1473 331 15783 1088 16 1946 7 1,2841 1
"Gold holds below 2-week high on robust [TGT], US economy",positive,2540 4532 666 8401 8041 306 30 6268 32100 3 6 837 2717 1,1465 1
10-year bond yield eases tracking fall in global [TGT] prices,negative,9445 1201 6235 6339 4226 7 6418 1590 16 1252 32100 1596 1,2841 1
"Buoyed by Royal Enfield, [TGT] is a growth stock with promising returns in the long term",positive,4708 32 10093 57 3671 695 1846 6 32100 19 3 9 1170 1519 28 12894 5146 16 8 307 1657 1,1465 1
[TGT] Q4 net up 30% to Rs 152.47 crore,positive,32100 1593 591 3134 95 10738 12 11715 3 26320 5 4177 23095 1,1465 1
[TGT] yields hit over 3-month high; auction outcome eyed,negative,32100 6339 7 1560 147 5354 7393 306 117 8493 6138 1580 26 1,2841 1
Sell [TGT] and United Spirits: Ashwani Gujral,negative,16922 32100 11 907 5876 7 10 7153 3877 23 2846 354 4900 1,2841 1
We retain our 'neutral' stand on [TGT]: IIFL India,neutral,101 7365 69 3 31 8992 8792 31 1518 30 32100 3 10 2466 10765 1547 1,7163 1
HCC rallies over 12% as Lavasa gets [TGT] nod to raise Rs 750 cr via IPO,neutral,454 2823 26930 7 147 3 26821 38 325 9856 9 2347 32100 150 26 12 3033 11715 3 9979 5764 1009 3 25470 1,7163 1
[TGT] promoter Jignesh Shah submits bona fides to FMC,neutral,32100 2519 52 446 6962 7 107 19669 4237 7 2682 9 361 1395 12 377 3698 1,7163 1
"[TGT] up 1.5%, Cairn 2% on hopes of good Q2 nos in early trade",positive,32100 95 1300 2712 6 205 2256 29 3 5406 30 7511 13 207 1593 357 2844 16 778 1668 1,1465 1
"China stocks drop as [TGT] falls further; airlines, property in the crosshairs",negative,1473 10145 2328 38 32100 7250 856 117 19184 6 785 16 8 2269 19176 7 1,2841 1
[TGT] decline 0.25 per cent on increased supplies,negative,32100 7198 4097 1828 399 3151 30 1936 4471 1,2841 1
[TGT] are still the best bet for investors,positive,32100 33 341 8 200 36 17 21 4367 1,1465 1
[TGT] would be the outperformers despite steep valuations: Analysts,positive,32100 133 36 8 91 883 2032 277 3 3565 10856 18662 7 10 25224 7 1,1465 1
"[TGT], Wipro, Infosys top picks among IT stocks: Mehraboon Irani",positive,32100 3 6 2142 1409 6 7880 7 63 7 420 1432 7 859 2344 10145 10 11093 9008 106 7449 23 1,1465 1
[TGT] logs 16.5 pc growth in first-half revenue,positive,32100 4303 7 209 17255 3 102 75 1170 16 166 18 17114 3751 1,1465 1
Most [TGT] slip in red after hitting fresh 52-week highs ahead of Rail Budget 2014,negative,1377 32100 7560 16 1131 227 10849 1434 9065 18 8041 306 7 2177 13 17169 12532 1412 1,2841 1
[TGT] Q4 profit jump 67.4 per cent,positive,32100 1593 591 3199 4418 3 3708 5 591 399 3151 1,1465 1
"[TGT] gets BSE, NSE approval to merge subsidiaries with itself",positive,32100 2347 272 4132 6 445 4132 5142 12 7986 28382 28 1402 1,1465 1
"[TGT] futures extend losses,down 1.05 per cent on sluggish demand",negative,32100 647 7 4285 8467 6 3035 1300 3076 399 3151 30 3 7 40 13917 1273 2173 1,2841 1
[TGT] weighs on European shares after Jazztel deal,negative,32100 11385 7 30 1611 4776 227 12313 1625 1154 1,2841 1
[TGT] reports net profit of 4.9 per cent for September quarter,neutral,32100 2279 3134 3199 13 3 27336 399 3151 21 1600 2893 1,7163 1
[TGT] sells nearly 7 pc stake in IEX for Rs 21.45 cr,negative,32100 1789 7 2111 489 3 102 75 8474 16 3 5091 4 21 11715 1401 5 2128 5764 1,2841 1
[TGT] soars 8 pc in early trade on BSE,positive,32100 78 291 7 505 3 102 75 16 778 1668 30 272 4132 1,1465 1
"[TGT] slip, most sectors fall",negative,32100 7560 6 167 8981 1590 1,2841 1
"IPOs fail to live up to their price; [TGT], realty fare badly and FMCG the best",negative,3 25470 7 5124 12 619 95 12 70 594 117 32100 3 6 490 17 63 623 15 14621 11 13409 12150 8 200 1,2841 1
UPA takes sheen off [TGT] since it came to power in 2004,neutral,412 3965 1217 255 35 326 32100 437 34 764 12 579 16 4406 1,7163 1
[TGT] falls to 3-week low vs yen after Fed minutes,negative,32100 7250 12 5354 8041 731 3 208 7 3 63 35 227 10803 676 1,2841 1
[TGT] stock surges on news of takeover by Brazillian billionaire Jorge Paulo Lemann,positive,32100 1519 18787 7 30 1506 13 240 1890 57 9278 9928 2108 2378 30517 1838 32 312 2434 1,1465 1
[TGT] rise on global cues,positive,32100 3098 30 1252 123 15 7 1,1465 1
Both [TGT] and PSU banks look good at this point in time: Arindam Ghosh,positive,2867 32100 11 276 4138 5028 320 207 44 48 500 16 97 10 71 13119 265 350 11982 107 1,1465 1
[TGT] net profit plunges 66 per cent in fourth quarter,negative,32100 3134 3199 20593 7 3 3539 399 3151 16 4509 2893 1,2841 1
[TGT] hits 52-week high; rallies over 10% on interim dividend of Rs 485 per share,positive,32100 8046 9065 18 8041 306 117 26930 7 147 6389 30 20003 12190 13 11715 314 4433 399 698 1,1465 1
[TGT]'s enterprise head quits,neutral,32100 3 31 7 5399 819 10399 7 1,7163 1
Opportunities still ripe for traders in the [TGT]: Harendra Kumar,positive,29533 341 3 5082 15 21 14641 16 8 32100 3 10 3504 12524 23400 1,1465 1
Gold climbs to fresh two-week high on softer [TGT],negative,2540 8147 7 12 1434 192 18 8041 306 30 3 28296 32100 1,2841 1
Interim resistance for [TGT] around $1.3840,neutral,3037 603 5673 21 32100 300 1970 5 3747 2445 1,7163 1
"ITC looks interesting at current levels: Prashasta Seth, IIFL Wealth, [TGT]",neutral,27 3838 1416 1477 44 750 1425 10 276 12380 12518 679 189 6 2466 10765 26057 6 32100 1,7163 1
"Nifty, Sensex start on a cautious note; Infosys, [TGT] up",positive,445 21822 6 3 19003 226 456 30 3 9 20917 2232 117 7880 7 63 7 6 32100 95 1,1465 1
"[TGT] announces top management changes, Shiv Sethuraman moves out",negative,32100 6456 7 420 758 1112 6 4804 208 2821 10666 9 348 6914 91 1,2841 1
[TGT] shares fall 3 per cent on first day of trading,negative,32100 4776 1590 220 399 3151 30 166 239 13 3415 1,2841 1
Investors dump higher [TGT] bets as prices fall: IntercontinentalExchange,negative,16873 7 11986 1146 32100 36 17 7 38 1596 1590 10 3037 27339 138 5420 13073 1,2841 1
"[TGT] scam: Borrowers routed Rs 4,000-crore loot into real estate",negative,32100 13236 10 7254 3623 277 2981 26 11715 3 13161 18 2771 60 6899 32 17 139 490 2052 1,2841 1
"Expecting corrections in FMCG, IT & auto: Ashit Suri, [TGT]",neutral,19539 53 11698 7 16 13409 12150 6 2344 3 184 1510 10 7153 155 3705 23 6 32100 1,7163 1
"Analyst View: [TGT] wrap for Monday, Dec 5, 2011",neutral,25224 4197 10 32100 6215 21 2089 6 4451 7836 2722 1,7163 1
"[TGT], SpiceJet surge after fuel price cut",positive,32100 3 6 25727 7851 17 18787 227 2914 594 1340 1,1465 1
[TGT] slips over 1% on gross margins concerns,negative,32100 7560 7 147 3 4704 30 8690 6346 7 3315 1,2841 1
[TGT] attractive bet for long-term investors,positive,32100 5250 36 17 21 307 18 1987 4367 1,1465 1
[TGT] may lead markets down: Ashwani Gujral,negative,32100 164 991 3212 323 10 7153 3877 23 2846 354 4900 1,2841 1
Road to Recovery: Cement and [TGT] firms to drive BSE 100 companies' earnings,positive,2409 12 16532 10 205 1194 11 32100 5654 12 1262 272 4132 910 688 31 8783 1,1465 1
No new money coming into [TGT]: Gautam Trivedi,neutral,465 126 540 1107 139 32100 3 10 12520 17 265 2702 162 26 23 1,7163 1
"Insurance Bill is not a game changer: P Phani Sekhar, [TGT]",neutral,5446 3259 19 59 3 9 467 13412 10 276 3657 2738 679 157 3272 6 32100 1,7163 1
[TGT] brace for more woe ahead of US Federal rate decision,negative,32100 3858 565 21 72 2275 15 2177 13 837 5034 1080 1357 1,2841 1
"[TGT], chilli move up on tight supply",positive,32100 3 6 10191 23 888 95 30 4095 1899 1,1465 1
Specialty chemicals give tyre maker [TGT] a power spin,positive,3608 17 63 9356 428 3 17 63 60 13762 32100 3 9 579 5404 1,1465 1
"Mutual funds buy [TGT], HDFC Bank and L&T on recovery hopes",positive,30327 2731 805 32100 3 6 3726 5390 1925 11 301 184 382 30 3938 7511 1,1465 1
"Euro holds firm after post-ECB short-covering, [TGT] eyes jobs",neutral,2430 4532 1669 227 442 18 3073 279 710 18 9817 53 6 32100 2053 2476 1,7163 1
[TGT] falls back after BoE minutes,negative,32100 7250 223 227 1491 427 676 1,2841 1
Behind enemy lines: Foreign [TGT] thrive in China,positive,17088 10101 2356 10 11957 32100 12929 16 1473 1,1465 1
"Robust demand increase the prices of [TGT], Coriander",positive,5376 302 17 2173 993 8 1596 13 32100 3 6 2487 23 11849 1,1465 1
Steep appreciation in [TGT] to lower oil subsidies,positive,3557 15 102 11746 16 32100 12 1364 1043 26994 1,1465 1
[TGT] plans strategic stake sales to raise Rs 900 crore,neutral,32100 1390 4519 8474 1085 12 3033 11715 3 7015 23095 1,7163 1
[TGT] moves off 4-month lows as shares rise,positive,32100 6914 326 7769 7393 731 7 38 4776 3098 1,1465 1
"HNIs remain bullish; saw record inflows in August: Prateek Agarwal, [TGT]",neutral,454 6197 7 2367 8434 1273 117 1509 1368 16 7631 7 16 1660 10 6110 17 10266 71 1478 5380 6 32100 1,7163 1
"[TGT]'s Rs 45,000 crore purchase exceeds 2014 infusion, accumulates tech and banking shares",neutral,32100 3 31 7 11715 314 5898 23095 1242 8193 7 1412 16 7316 6 23514 7 5256 11 8175 4776 1,7163 1
[TGT] leads Asia forex slide on profit-taking,negative,32100 3433 3826 17192 9116 30 3199 18 14867 1,2841 1
"[TGT] extends gains on festive buying, weak rupee",positive,32100 4285 7 11391 30 15723 2611 6 5676 24617 15 1,1465 1
"[TGT] Q4 disappoints, posts net profit of 2,327 crore",negative,32100 1593 591 26963 7 6 3489 3134 3199 13 3547 519 2555 23095 1,2841 1
"Nifty rangebound; ONGC, [TGT], Wipro, Ambuja Cements down",negative,445 21822 620 6115 117 3 15628 254 6 32100 3 6 2142 1409 6 736 3007 1191 205 10420 323 1,2841 1
"Gilts, [TGT] soar on receding inflationary pressures, falling crude, ease of trading in futures",positive,12798 17 7 6 32100 78 291 30 9088 26 53 12485 1208 1666 7 6 7306 19058 6 4226 13 3415 16 647 7 1,1465 1
Prefer Infosys over TCS in [TGT]: Prashastha Seth,neutral,1266 1010 7880 7 63 7 147 332 4778 16 32100 3 10 6110 7 10293 189 9 679 189 1,7163 1
"Forex, [TGT] rebound as Ukraine concerns less acute",positive,16503 6 32100 20756 38 11897 3315 705 12498 1,1465 1
[TGT] reports Q2 net profit at Rs 91.27 crore,neutral,32100 2279 1593 357 3134 3199 44 11715 3 4729 5 2555 23095 1,7163 1
[TGT] Q4 net soars 35.39%; stock up,positive,32100 1593 591 3134 78 291 7 220 26627 7561 117 1519 95 1,1465 1
[TGT] better than mid-caps IT cos: Prateek Agarwal,positive,32100 394 145 2076 18 4010 7 2344 576 7 10 6110 17 10266 71 1478 5380 1,1465 1
PE firm Apax buys TPGs 20.3% stake in [TGT],positive,11012 1669 5085 9 226 805 7 332 7861 7 460 5 5170 8474 16 32100 1,1465 1
[TGT] yield Soars to 8.8%,positive,32100 6339 264 291 7 12 4848 5953 1,1465 1
Dovish US Federal hands [TGT] best weekly gains in 18 months,positive,531 208 1273 837 5034 1780 32100 200 5547 11391 16 507 767 1,1465 1
[TGT] falls 8 paise against dollar in early trade,negative,32100 7250 505 3 102 8284 581 6816 16 778 1668 1,2841 1
"Auto, [TGT] sectors could see margin improvement: Taher Badshah, Motilal Oswal",positive,2040 6 32100 8981 228 217 6346 4179 10 2067 760 3862 7 1024 107 6 1290 17 173 138 411 7 5380 1,1465 1
Liquidity flowing into emerging markets will help [TGT] move up: Seshadri Bharathan,positive,1414 1169 26 485 15401 139 7821 3212 56 199 32100 888 95 10 679 7 8399 52 23 272 14888 6736 1,1465 1
"Brokerage views on Hero MotoCorp, ITC, BHEL, PNB, [TGT]",neutral,20696 545 2441 30 14953 18668 13026 102 6 27 3838 6 3 23631 3577 6 276 14972 6 32100 1,7163 1
Reforms unlikely to impact [TGT]; stock down,negative,18490 7 9909 12 1113 32100 3 117 1519 323 1,2841 1
Rs 15.26 crore dividend cheque from [TGT],neutral,11715 9996 2688 23095 12190 27967 45 32100 1,7163 1
[TGT] Q1 net profit up 22% at Rs 147.15 cr,positive,32100 1593 536 3134 3199 95 204 5406 44 11715 3 24719 5 1808 5764 1,1465 1
Top 10 luxurious types of [TGT] across the globe,neutral,2224 335 10680 1308 13 32100 640 8 7895 1,7163 1
"Some level of optimism exists in auto space with Maruti, [TGT]: Vineet Bhatnagar",positive,886 593 13 24543 8085 16 1510 628 28 1534 6830 23 6 32100 3 10 8653 15 15 17 272 547 29 9 1478 1,1465 1
"Jaypee, [TGT] in focus ahead of UP results",positive,9373 855 15 6 32100 16 992 2177 13 3 6880 772 1,1465 1
"Continue to be positive on Titan, part of portfolio: Pankaj Pandey, [TGT]",neutral,13270 12 36 1465 30 13622 6 294 13 4833 10 4266 1258 354 4266 221 63 6 32100 1,7163 1
[TGT] hits 4-year low as diesel emissions fallout spreads to France,negative,32100 8046 7769 1201 731 38 12292 9830 1590 670 3060 7 12 1410 1,2841 1
"CBI grills Jignesh Shah, founder of the FTIL group, files FIR in [TGT] scam",negative,205 5972 6903 7 446 6962 7 107 19669 6 7174 13 8 3 6245 3502 563 6 2073 377 5705 16 32100 13236 1,2841 1
[TGT] Q2 net at Rs 23.24 cr,neutral,32100 1593 357 3134 44 11715 1902 5 2266 5764 1,7163 1
"Siemens to delist from London, [TGT]",neutral,27124 12 20 3350 45 1524 6 32100 1,7163 1
"Deccan Chronicle. Buy on dips: Ambareesh Baliga, [TGT]",neutral,4451 1608 26143 5 4783 30 10823 7 10 736 5304 15 7 107 2659 17140 6 32100 1,7163 1
"European stocks slide on lower [TGT] prices, Greece",negative,1611 10145 9116 30 1364 32100 1596 6 12263 1,2841 1
"Iran N-deal lifts D-Street sentiment: [TGT] rallies over 400 pts, Nifty above 6,100",positive,7449 445 18 15620 5656 7 309 18 11500 15 15 17 6493 10 32100 26930 7 147 4837 3 102 17 7 6 445 21822 756 8580 2915 1,1465 1
"Sales growth of top 10 listed consumer cos like HUL, [TGT], Dabur halves over year-ago period",negative,7107 1170 13 420 335 2616 3733 576 7 114 454 4254 6 32100 3 6 878 5808 4244 8391 147 215 18 9 839 1059 1,2841 1
"ADAG stocks plummet further, RCOM hits record low on [TGT]",neutral,8502 8418 10145 3681 51 3493 856 6 391 6657 8046 1368 731 30 32100 1,7163 1
[TGT] now holding individuals accountable for irregularities',neutral,32100 230 3609 1742 18704 21 22085 2197 31 1,7163 1
[TGT] and midcaps the weakest sectors: Ashwani Gujral,negative,32100 11 2076 4010 7 8 5676 222 8981 10 7153 3877 23 2846 354 4900 1,2841 1
"Sterling, [TGT] under pressure from Scottish vote",negative,21721 6 32100 365 1666 45 12580 2902 1,2841 1
TA Associates eyes Motilal Oswal's 12 per cent stake in [TGT],neutral,3 3221 14996 2053 1290 17 173 138 411 7 5380 31 7 586 399 3151 8474 16 32100 1,7163 1
"Sun, [TGT] cracks 4% as investors raise concerns over merger",negative,3068 6 32100 5261 7 3 5988 38 4367 3033 3315 147 18917 1,2841 1
[TGT] ends 6 per cent down as Wilmar deal raises dilution woes,negative,32100 5542 431 399 3151 323 38 8540 1635 1154 3033 7 3 26 173 14548 2275 15 7 1,2841 1
Restructured asset to post challenges for [TGT]: Pankaj Pandey,negative,419 16180 26 7000 12 442 2428 21 32100 3 10 4266 1258 354 4266 221 63 1,2841 1
BT/ST call for [TGT]: Ashwani Gujral,positive,3 9021 87 4209 580 21 32100 3 10 7153 3877 23 2846 354 4900 1,1465 1
"GCPL, [TGT], Concor gain 3% each, Jet hits 52-week high on F&O inclusion",positive,3 11055 5329 6 32100 3 6 1193 5715 2485 3 5170 284 6 12434 8046 9065 18 8041 306 30 377 184 667 11980 1,1465 1
[TGT] ties up with GAP for new stores; stock hits 52-week high,positive,32100 3 3010 95 28 350 2965 21 126 3253 117 1519 8046 9065 18 8041 306 1,1465 1
[TGT] stock to soar again over JLR volumes and renewed FII interest,positive,32100 1519 12 78 291 541 147 446 12564 13548 11 18184 3 4936 196 1046 1,1465 1
